Ord.,lengthUrl,domainAge,anchorUrl,abnormalURL,requestUrl,domainRegisterAge,httpsToken,haveSubdomain,hasMD5,hasSHA1,hasYara,hasSHA256,hasDateTime,hasDomain,hasHostname,hasIPDst,hasIPSrc,Columna9,Columna10,Columna11,Columna12,Columna5,Columna6,Columna7,Columna8,Columna3,Columna4,Columna2,Columna1,result
18697,1,-1,1,1,-1,1,1,-1,0,1,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,1,0
18698,1,1,1,1,1,1,0,-1,0,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,-1,1,1,1,1,1,0
18699,-1,-1,1,-1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,0,1,1,1,1,1,1,0,1
18700,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,0
18701,1,1,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,-1,1,1,-1,1,-1,0
18702,-1,-1,1,-1,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1,0,1,0,1,1,1,1,1,1,0,0
18703,1,-1,1,1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,-1,1,1,-1,1,-1,0
18704,-1,-1,1,1,-1,-1,0,-1,0,1,1,1,-1,1,-1,-1,1,1,-1,0,1,1,-1,-1,-1,1,-1,1,1,1
18705,-1,-1,1,1,-1,1,0,-1,-1,1,-1,-1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,1,1,0
18706,1,-1,1,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,-1,1,1,0
18707,-1,1,1,-1,1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,1,1,0,0,1,1,-1,-1,-1,1,1,1,0,1
18708,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,1,-1,1,1,-1,1,-1,0,-1,1,1,-1,1,-1,-1,1,0,1
18709,1,-1,1,-1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,1,0,0
18710,-1,-1,1,-1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,0,1
18711,1,-1,1,1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,-1,1,0,1,1,1,-1,1,1,1,1,0,0
18712,1,-1,1,1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,0
18713,1,-1,-1,1,-1,1,0,-1,-1,1,1,-1,1,1,1,1,-1,1,-1,0,1,1,1,-1,1,-1,1,1,1,0
18714,-1,-1,1,-1,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,0,0
18715,1,1,1,-1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,-1,1,1,-1,1,0,0
18716,-1,-1,1,1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,-1,1,1,-1,1,0,0
18717,-1,-1,1,-1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,0,1
18718,-1,-1,-1,1,-1,-1,0,-1,0,1,1,1,-1,1,-1,-1,1,-1,-1,0,1,1,-1,1,-1,1,-1,1,0,1
18719,1,1,1,0,1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,0,0,1,-1,1,1,1,1,-1,-1,0,0
18720,1,-1,1,-1,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,1,1,1,1,-1,1,0,0
18721,1,-1,1,1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,-1,0,0,1,1,1,1,1,1,1,1,-1,0
18722,-1,-1,-1,1,-1,1,0,-1,0,1,-1,-1,1,-1,1,1,-1,1,1,0,-1,1,1,-1,1,-1,1,1,-1,1
18723,-1,1,1,1,1,-1,0,-1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1
18724,-1,-1,1,1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,0,1,1,1,1,-1,1,0,0
18725,-1,-1,1,-1,-1,1,1,-1,0,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,-1,1,0,0
18726,1,-1,-1,1,-1,1,0,1,1,1,-1,-1,1,-1,1,1,-1,-1,-1,0,-1,1,1,1,1,-1,-1,1,1,1
18727,1,0,-1,1,-1,-1,0,-1,0,1,1,1,-1,1,-1,1,1,1,0,0,1,1,-1,-1,-1,-1,1,1,0,-1
18728,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,1,1,0
18729,-1,-1,1,-1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,0,0
18730,-1,-1,1,1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,0
18731,-1,-1,-1,1,-1,-1,0,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,0,-1,1,1,1,-1,-1,-1,1,-1,0
18732,1,-1,1,1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,1,1,0
18733,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,1,1,0
18734,1,-1,1,1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,-1,-1,1,1,1,0,0
18735,1,-1,1,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,1,0
18736,1,-1,1,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,1,0
18737,1,-1,1,-1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,-1,1,1,1,1,0,0
18738,1,-1,1,0,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,0,0,1,-1,1,1,1,1,1,1,0,0
18739,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,0,1
18740,-1,-1,1,1,-1,1,0,-1,1,1,-1,-1,1,-1,1,1,1,1,-1,0,1,0,1,-1,1,1,1,1,1,1
18741,-1,-1,1,-1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,0,0,1,-1,1,-1,1,1,1,1,0,1
18742,-1,-1,1,1,-1,-1,1,1,1,1,1,1,-1,1,-1,-1,1,-1,-1,0,1,1,-1,1,-1,1,-1,1,1,1
18743,-1,-1,1,1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,-1,1,1,-1,1,1,1
18744,1,-1,1,1,-1,1,0,1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,-1,1,-1,1,1,0,0
18745,-1,1,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,-1,1,0,1
18746,-1,-1,1,1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,-1,1,-1,-1
18747,-1,-1,1,-1,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,-1,1,1,1,-1,0,0
18748,-1,-1,1,1,-1,1,0,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,0,1
18749,1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,-1,0,-1,1,1,-1,1,-1,-1,1,1,1
18750,-1,-1,1,1,-1,-1,1,1,0,1,1,1,1,1,1,-1,1,1,-1,0,1,1,-1,-1,1,1,-1,1,-1,-1
18751,-1,-1,1,-1,-1,1,0,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,0,1
18752,1,-1,1,-1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,-1,0,1,1,0,1,-1,1,1,1,1,0,0
18753,1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,1,-1,1,1,-1,1,-1,0,-1,-1,1,-1,1,-1,1,1,0,0
18754,-1,1,-1,1,1,1,0,-1,0,-1,-1,-1,-1,-1,1,1,1,1,-1,0,1,1,1,-1,1,1,-1,1,-1,1
18755,1,-1,1,-1,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,1,1,1,1,1,1,0,0
18756,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,0,-1,1,1,-1,1,-1,-1,1,0,0
18757,1,-1,1,1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,-1,1,1,-1,1,1,0
18758,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,0,1,1,1,1,1,1,0,1
18759,-1,-1,1,-1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,0,1
18760,-1,-1,1,1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,-1,1,1,-1,1,1,1
18761,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,-1,0,1,0,1,1,-1,1,-1,1,0,1
18762,-1,-1,1,-1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,1,1,1,1,1,0,1
18763,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,1,0,1
18764,-1,-1,-1,1,-1,1,1,-1,0,1,-1,-1,1,-1,1,1,-1,-1,-1,1,-1,1,1,1,1,-1,-1,1,-1,1
18765,1,-1,1,-1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,-1,1,1,1,1,0,0
18766,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,0,-1,-1,1,-1,1,-1,-1,1,0,0
18767,-1,-1,1,0,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,1,1,1,1,-1,-1,0,0
18768,-1,1,-1,1,1,-1,0,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1
18769,-1,-1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,1,1,1,1,1,1,0,0
18770,-1,1,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,1,-1,1,1,-1,1,-1,1
18771,1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,1,-1,1,1,-1,-1,-1,0,1,0,1,-1,1,-1,1,1,0,0
18772,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,0
18773,-1,-1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,0,1,-1,1,1,1,1,0,0
18774,-1,-1,1,-1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,0,0
18775,1,-1,-1,1,-1,1,0,-1,0,1,1,1,-1,1,1,1,1,-1,-1,0,1,1,1,1,-1,1,-1,1,-1,0
18776,1,-1,1,1,-1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,-1,1,-1,0
18777,1,1,-1,1,1,1,0,-1,0,1,-1,-1,1,1,1,1,-1,1,0,0,1,1,1,-1,1,-1,1,1,0,0
18778,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,0,1,-1,1,1,1,1,0,0
18779,1,-1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,-1,1,1,1,1,0,0
18780,-1,-1,1,-1,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,1,-1,1,1,1,-1,0,1
18781,-1,1,1,-1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,-1,-1,-1,1
18782,-1,-1,1,-1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,0,1
18783,1,-1,1,1,-1,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,-1,1,0
18784,1,-1,1,1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,-1,1,1,1,1,0,0
18785,-1,-1,1,1,-1,1,0,1,-1,1,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,0,1
18786,1,-1,1,1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,0,1,1,1,1,1,1,1,0
18787,1,-1,1,-1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,-1,1,1,1,1,-1,0
18788,1,-1,1,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,-1,0
18789,-1,-1,1,-1,-1,1,0,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1
18790,1,1,1,-1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,1,-1,1,1,0,1,-1,-1,1,-1,1,1,-1
18791,-1,-1,-1,1,-1,1,1,-1,0,1,-1,-1,1,-1,1,1,-1,-1,-1,0,-1,1,1,1,1,-1,-1,1,-1,1
18792,-1,-1,1,1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,-1,1,1,-1,1,0,1
18793,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,-1,1,1,1,1,-1,0
18794,-1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,-1,-1,-1,0
18795,1,-1,1,0,-1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,-1,1,1,1,1,-1,0
18796,1,1,1,-1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,1,-1,1,1,1,-1,-1,0
18797,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,1,0
18798,-1,-1,1,1,-1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,-1,1,-1,1
18799,-1,-1,1,-1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,0,1,-1,-1,1,1,1,1,0
18800,1,-1,1,0,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,1,1,1,1,-1,-1,0,1
18801,-1,-1,1,-1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,0,1,-1,1,1,1,1,-1,1
18802,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,-1,0,1,0,1,1,-1,-1,-1,1,1,-1
18803,1,-1,-1,1,-1,1,0,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,1,1,-1,1,-1,-1,1,0,0
18804,-1,-1,1,1,-1,1,0,-1,0,1,-1,-1,1,1,1,1,-1,-1,0,0,1,1,1,-1,1,-1,-1,1,1,1
18805,-1,-1,1,1,-1,-1,1,1,0,1,1,1,1,1,1,-1,1,1,-1,0,1,1,-1,-1,1,1,-1,1,-1,-1
18806,-1,-1,1,0,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,-1,1,1,-1,-1,1,0
18807,-1,-1,1,0,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,0,1,1,1,1,1,1,-1,0
18808,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,-1,1,1,1
18809,1,-1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,-1,1,0,1,0,1,1,1,1,1,1,1,0
18810,1,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1,-1,0,1,0,1,-1,-1,-1,-1,1,1,0
18811,1,1,1,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,1,-1,1,1,1,-1,1,0
18812,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,-1,1,0,0
18813,-1,-1,1,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,-1,1,1,1,1,1,1
18814,-1,-1,1,1,-1,1,0,-1,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,-1,1,-1,1
18815,-1,1,1,1,1,-1,0,-1,0,1,1,1,-1,1,-1,-1,1,1,0,0,1,1,-1,-1,-1,1,-1,1,-1,1
18816,-1,-1,-1,0,-1,1,0,-1,-1,1,1,-1,1,1,1,1,-1,-1,-1,0,1,0,1,-1,1,-1,1,1,0,1
18817,1,-1,1,1,-1,-1,0,-1,-1,1,1,1,-1,1,-1,-1,1,-1,1,0,1,1,-1,1,-1,1,-1,1,1,1
18818,-1,-1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,1,-1,1,1,-1,1,-1,1
18819,1,-1,1,1,-1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,-1,1,1,0
18820,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,0,-1,1,-1,-1,-1,1,-1,1,0,0
18821,1,-1,1,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,-1,1,-1,0
18822,1,-1,1,1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,-1,1,0,1,1,1,-1,1,1,-1,1,1,0
18823,1,-1,1,0,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,-1,1,1,1,1,1,0
18824,1,-1,1,0,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1,0,1,0,1,1,1,1,-1,1,1,0
18825,1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,1,-1,1,1,-1,1,1,0,-1,1,1,-1,1,-1,-1,1,0,0
18826,-1,1,1,1,1,1,0,-1,-1,1,-1,1,1,1,1,1,1,1,-1,0,1,0,1,-1,1,1,1,1,1,1
18827,-1,-1,1,0,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,0,0,1,-1,1,1,1,1,1,1,0,1
18828,-1,-1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,1,1,1,1,1,0,1
18829,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,1,-1,-1,-1,-1,1,1,-1,1
18830,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,-1,1,0
18831,-1,-1,1,0,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,-1,1,1,-1,1,1,1
18832,1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,0,-1,-1,-1,-1,-1,1,0,1
18833,-1,1,1,1,1,1,0,-1,0,1,-1,-1,1,-1,1,1,1,1,-1,0,-1,0,1,-1,1,1,1,1,1,0
18834,1,-1,1,1,-1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,0
18835,-1,-1,1,0,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,0,1,1,1,1,-1,1,1,1
18836,-1,-1,1,1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,1,0,1
18837,1,-1,1,1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
18838,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,-1,1,1,1,1,1,0
18839,1,-1,1,1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,-1,1,1,1,1,0,0
18840,1,-1,1,-1,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,0,1
18841,-1,1,1,1,1,1,0,-1,0,1,-1,-1,1,1,1,1,1,1,0,0,-1,1,1,-1,1,1,1,1,1,-1
18842,1,1,1,1,1,1,0,-1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,-1,1,1,-1,1,1,0
18843,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,-1,1,-1,0
18844,-1,-1,1,1,-1,-1,0,-1,1,1,1,1,-1,1,-1,-1,1,-1,-1,0,1,-1,-1,1,-1,1,1,1,1,0
18845,1,-1,1,1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,-1,1,1,1,1,0,0
18846,-1,-1,-1,1,-1,-1,0,1,0,1,1,1,-1,1,-1,-1,1,1,-1,0,1,1,-1,-1,-1,1,1,1,1,1
18847,-1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1
18848,-1,-1,1,-1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,1
18849,1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,-1,0,-1,1,1,1,1,-1,1,1,1,0
18850,1,-1,1,1,-1,-1,0,-1,-1,1,1,1,-1,1,-1,-1,1,-1,0,0,1,1,-1,-1,-1,1,1,1,0,1
18851,1,-1,1,1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,0
18852,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,-1,1,-1,1
18853,1,-1,1,1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,-1,1,0,1,1,1,-1,1,1,-1,1,-1,0
18854,1,1,1,0,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,-1,1,1,-1,1,0,0
18855,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1
18856,-1,-1,1,1,-1,1,1,-1,0,1,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,1
18857,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,-1,1,0
18858,-1,-1,1,1,-1,-1,0,1,0,1,1,1,-1,1,-1,-1,1,1,-1,0,1,1,-1,-1,-1,1,-1,1,-1,1
18859,-1,-1,1,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,1,1,1,-1,-1,1,1,1
18860,-1,-1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,-1,1,1,1,1,0,0
18861,-1,-1,1,1,-1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,-1,1
18862,1,-1,1,1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,-1,1,1,0
18863,-1,-1,-1,1,-1,1,0,-1,-1,1,-1,-1,1,1,1,1,-1,1,-1,0,-1,0,1,-1,1,-1,1,1,-1,0
18864,-1,-1,1,0,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,1,0,1
18865,1,-1,1,1,-1,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,-1,1,-1,0
18866,1,-1,1,-1,-1,1,0,1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,1,1,1,1,-1,1,0,1
18867,1,-1,1,-1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,0,1,1,1,1,1,1,0,0
18868,1,-1,1,-1,-1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,-1,1,1,1,1,1,1
18869,1,1,-1,1,1,1,0,-1,0,1,1,1,-1,1,1,1,1,1,-1,0,1,1,1,-1,-1,1,1,1,0,0
18870,-1,-1,1,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,-1,1,1,1,0
18871,1,-1,1,1,-1,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,-1,-1,-1,0
18872,-1,-1,-1,1,-1,1,0,-1,0,-1,-1,-1,1,-1,1,1,-1,1,-1,0,-1,1,1,-1,1,-1,-1,1,1,1
18873,-1,-1,-1,1,-1,1,0,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,-1,0,-1,0,1,1,1,-1,1,1,0,0
18874,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,0,0,1,-1,1,1,1,1,1,1,0,0
18875,-1,-1,1,1,-1,-1,0,-1,-1,1,1,1,1,1,1,-1,1,-1,-1,0,1,1,1,-1,-1,1,1,1,0,0
18876,1,-1,1,1,-1,1,0,1,0,1,1,1,1,1,1,1,1,-1,1,0,1,-1,1,1,1,1,1,1,0,0
18877,1,-1,1,1,-1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,0
18878,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,1,-1,1,1,1,1,0,0
18879,-1,-1,1,1,-1,1,1,-1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,-1,1,1,1,1,1,0
18880,-1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,-1,-1,1,1,1,1,0
18881,1,-1,1,1,-1,1,0,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,0,0
18882,1,-1,1,1,-1,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,-1,1,-1,0
18883,1,-1,1,1,-1,1,1,1,0,1,-1,-1,1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,-1,-1,1,-1,0
18884,-1,-1,-1,-1,-1,1,0,-1,0,1,-1,-1,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,-1,1,1,0,0
18885,-1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,0,1,0,-1,-1,-1,-1,-1,1,0,1
18886,-1,-1,1,1,-1,1,0,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,0,1,0,1,1,1,1,-1,1,0,1
18887,1,-1,1,1,-1,-1,1,1,0,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,-1,1,1,0
18888,1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,1,-1,1,1,-1,1,-1,0,-1,-1,1,-1,1,-1,1,1,0,0
